Date - MST,AIL,Gas Price,Price,Spark Spread
9/26/2024 1:00:00 AM,8849,0.185,0,-1.3875
9/26/2024 3:00:00 AM,8857,0.185,0,-1.3875
9/26/2024 12:00:00 AM,8911,0.185,0,-1.3875
9/26/2024 4:00:00 AM,8994,0.185,0,-1.3875
9/25/2024 11:00:00 PM,9058,0.185,0,-1.3875
9/26/2024 10:00:00 PM,9209,0.185,0,-1.3875
9/26/2024 5:00:00 AM,9349,0.185,0,-1.3875
8/24/2024 3:00:00 AM,8954,0.19,0,-1.425
8/24/2024 4:00:00 AM,9021,0.19,0,-1.425
8/24/2024 2:00:00 AM,9030,0.19,0,-1.425
8/24/2024 5:00:00 AM,9043,0.19,0,-1.425
8/24/2024 1:00:00 AM,9111,0.19,1.46,0.035000000
8/24/2024 12:00:00 AM,9225,0.19,8.41,6.985
8/24/2024 10:00:00 PM,9335,0.19,0,-1.425
8/23/2024 11:00:00 PM,9494,0.19,2.68,1.255
9/29/2024 3:00:00 AM,8625,0.2,0,-1.5
9/29/2024 2:00:00 AM,8640,0.2,0,-1.5
9/29/2024 1:00:00 AM,8658,0.2,0,-1.5
9/29/2024 4:00:00 AM,8720,0.2,0.15,-1.35
9/29/2024 12:00:00 AM,8734,0.2,0,-1.5
9/29/2024 5:00:00 AM,8844,0.2,0.86,-0.64
9/28/2024 11:00:00 PM,8894,0.2,0,-1.5
9/29/2024 10:00:00 PM,9227,0.2,0,-1.5
9/23/2024 2:00:00 AM,8428,0.215,11.21,9.5975
9/23/2024 1:00:00 AM,8448,0.215,9.77,8.1575
9/23/2024 3:00:00 AM,8448,0.215,12.79,11.1775
9/23/2024 12:00:00 AM,8566,0.215,2.44,0.8275
9/22/2024 11:00:00 PM,8622,0.215,0.9,-0.7125
9/23/2024 4:00:00 AM,8636,0.215,21.09,19.4775
9/23/2024 10:00:00 PM,8814,0.215,0.73,-0.8825
9/23/2024 5:00:00 AM,9056,0.215,51.17,49.5575
8/23/2024 3:00:00 AM,8999,0.22,0,-1.65
8/23/2024 2:00:00 AM,9008,0.22,0,-1.65
8/23/2024 4:00:00 AM,9090,0.22,0,-1.65
8/23/2024 1:00:00 AM,9111,0.22,0,-1.65
8/23/2024 12:00:00 AM,9211,0.22,2.7,1.05
8/22/2024 11:00:00 PM,9334,0.22,5.62,3.97
8/23/2024 5:00:00 AM,9345,0.22,0,-1.65
8/23/2024 10:00:00 PM,9812,0.22,1.25,-0.4
9/19/2024 2:00:00 AM,8396,0.225,12.09,10.4025
9/19/2024 3:00:00 AM,8437,0.225,14.99,13.3025
9/19/2024 1:00:00 AM,8463,0.225,9.56,7.8725
9/19/2024 12:00:00 AM,8563,0.225,8.19,6.5025
9/19/2024 4:00:00 AM,8612,0.225,15.82,14.1325
9/18/2024 11:00:00 PM,8681,0.225,8.5,6.8125
9/19/2024 10:00:00 PM,8894,0.225,1.18,-0.5075
9/19/2024 5:00:00 AM,9026,0.225,18.81,17.1225
9/24/2024 2:00:00 AM,8450,0.23,0,-1.725
9/24/2024 1:00:00 AM,8487,0.23,0,-1.725
9/24/2024 3:00:00 AM,8525,0.23,0,-1.725
9/24/2024 12:00:00 AM,8573,0.23,0,-1.725
9/23/2024 11:00:00 PM,8615,0.23,0,-1.725
9/24/2024 4:00:00 AM,8692,0.23,0,-1.725
9/25/2024 2:00:00 AM,8839,0.23,1.3,-0.425
9/25/2024 1:00:00 AM,8855,0.23,3.54,1.815
9/25/2024 3:00:00 AM,8877,0.23,0,-1.725
9/25/2024 12:00:00 AM,8973,0.23,5.38,3.655
9/25/2024 4:00:00 AM,9014,0.23,0.33,-1.395
9/24/2024 5:00:00 AM,9082,0.23,3.79,2.065
9/24/2024 11:00:00 PM,9118,0.23,4.57,2.845
9/24/2024 10:00:00 PM,9336,0.23,6.82,5.095
9/25/2024 10:00:00 PM,9355,0.23,0,-1.725
9/25/2024 5:00:00 AM,9431,0.23,10.43,8.705
9/30/2024 12:00:00 AM,8898,0.2975,0,-2.23125
9/30/2024 1:00:00 AM,8906,0.2975,0,-2.23125
9/30/2024 2:00:00 AM,8925,0.2975,0,-2.23125
9/30/2024 3:00:00 AM,8975,0.2975,0,-2.23125
9/29/2024 11:00:00 PM,8987,0.2975,0,-2.23125
9/30/2024 10:00:00 PM,9035,0.2975,0,-2.23125
9/30/2024 4:00:00 AM,9109,0.2975,0.05,-2.18125
9/30/2024 5:00:00 AM,9407,0.2975,4.57,2.33875
10/19/2024 3:00:00 AM,9254,0.3,0,-2.25
10/19/2024 2:00:00 AM,9274,0.3,0,-2.25
10/19/2024 1:00:00 AM,9328,0.3,0,-2.25
10/19/2024 4:00:00 AM,9334,0.3,0,-2.25
10/19/2024 12:00:00 AM,9417,0.3,0,-2.25
10/19/2024 5:00:00 AM,9494,0.3,0,-2.25
10/18/2024 11:00:00 PM,9550,0.3,0,-2.25
10/19/2024 10:00:00 PM,9626,0.3,0,-2.25
9/22/2024 1:00:00 AM,8348,0.31,0,-2.325
9/22/2024 2:00:00 AM,8350,0.31,0,-2.325
9/22/2024 3:00:00 AM,8367,0.31,0,-2.325
9/22/2024 4:00:00 AM,8382,0.31,0.37,-1.955
9/22/2024 12:00:00 AM,8408,0.31,0,-2.325
9/22/2024 5:00:00 AM,8493,0.31,1.99,-0.335
9/21/2024 11:00:00 PM,8533,0.31,0,-2.325
9/22/2024 10:00:00 PM,8803,0.31,4.68,2.355
8/27/2024 2:00:00 AM,9016,0.31,4.64,2.315
8/27/2024 3:00:00 AM,9040,0.31,3.11,0.785
8/27/2024 1:00:00 AM,9072,0.31,4.67,2.345
8/27/2024 4:00:00 AM,9192,0.31,1.25,-1.075
8/27/2024 12:00:00 AM,9229,0.31,7.95,5.625
8/26/2024 11:00:00 PM,9476,0.31,6.6,4.275
8/27/2024 5:00:00 AM,9480,0.31,5.59,3.265
8/27/2024 10:00:00 PM,9550,0.31,11.43,9.105
8/21/2024 3:00:00 AM,8997,0.34,24.59,22.04
8/22/2024 3:00:00 AM,8998,0.34,23.03,20.48
8/22/2024 2:00:00 AM,9010,0.34,23.18,20.63
8/22/2024 1:00:00 AM,9013,0.34,23.14,20.59
8/21/2024 2:00:00 AM,9080,0.34,27.09,24.54
8/21/2024 4:00:00 AM,9090,0.34,17.49,14.94
8/22/2024 12:00:00 AM,9097,0.34,18.41,15.86
8/22/2024 4:00:00 AM,9117,0.34,23.19,20.64
8/21/2024 1:00:00 AM,9134,0.34,27.48,24.93
8/21/2024 5:00:00 AM,9196,0.34,25.07,22.52
8/21/2024 12:00:00 AM,9263,0.34,29.56,27.01
8/21/2024 11:00:00 PM,9304,0.34,21.32,18.77
8/22/2024 5:00:00 AM,9355,0.34,24.24,21.69
8/20/2024 11:00:00 PM,9439,0.34,77.82,75.27
8/21/2024 10:00:00 PM,9541,0.34,26.33,23.78
8/22/2024 10:00:00 PM,9560,0.34,8.98,6.43
8/25/2024 5:00:00 AM,8875,0.35,10.88,8.255
8/25/2024 3:00:00 AM,8897,0.35,0,-2.625
8/25/2024 4:00:00 AM,8913,0.35,0,-2.625
8/25/2024 2:00:00 AM,8916,0.35,0,-2.625
8/25/2024 1:00:00 AM,8944,0.35,0,-2.625
8/19/2024 3:00:00 AM,8946,0.35,8.46,5.835
8/19/2024 2:00:00 AM,9001,0.35,5.11,2.485
8/25/2024 12:00:00 AM,9014,0.35,0,-2.625
8/24/2024 11:00:00 PM,9070,0.35,0,-2.625
8/19/2024 4:00:00 AM,9090,0.35,20.48,17.855
8/19/2024 1:00:00 AM,9095,0.35,7,4.375
8/19/2024 12:00:00 AM,9202,0.35,5.67,3.045
8/25/2024 10:00:00 PM,9279,0.35,20.97,18.345
8/19/2024 5:00:00 AM,9384,0.35,30.92,28.295
8/18/2024 11:00:00 PM,9385,0.35,6.78,4.155
8/19/2024 10:00:00 PM,10058,0.35,5.99,3.365
8/31/2024 2:00:00 AM,8889,0.41,14.77,11.695
8/31/2024 3:00:00 AM,8932,0.41,19.46,16.385
8/31/2024 4:00:00 AM,8974,0.41,22.61,19.535
8/31/2024 1:00:00 AM,9008,0.41,8.7,5.625
8/31/2024 5:00:00 AM,9044,0.41,22.99,19.915
8/31/2024 12:00:00 AM,9117,0.41,9.42,6.345
8/30/2024 11:00:00 PM,9262,0.41,14.97,11.895
8/31/2024 10:00:00 PM,9513,0.41,9.79,6.715
9/18/2024 1:00:00 AM,8166,0.415,95.25,92.1375
9/18/2024 2:00:00 AM,8207,0.415,24.29,21.1775
9/18/2024 3:00:00 AM,8265,0.415,12.14,9.0275
9/18/2024 12:00:00 AM,8269,0.415,464.73,461.6175
9/17/2024 11:00:00 PM,8439,0.415,80.85,77.7375
9/18/2024 4:00:00 AM,8455,0.415,22.88,19.7675
9/18/2024 10:00:00 PM,8907,0.415,6.26,3.1475
9/18/2024 5:00:00 AM,8909,0.415,18.13,15.0175
9/1/2024 5:00:00 AM,8999,0.4225,0,-3.16875
9/1/2024 4:00:00 AM,9002,0.4225,0.02,-3.14875
9/1/2024 3:00:00 AM,9025,0.4225,0.02,-3.14875
9/1/2024 2:00:00 AM,9034,0.4225,0.02,-3.14875
9/1/2024 1:00:00 AM,9136,0.4225,2.72,-0.44875
9/1/2024 12:00:00 AM,9255,0.4225,0.01,-3.15875
8/31/2024 11:00:00 PM,9328,0.4225,2.41,-0.75875
9/1/2024 10:00:00 PM,9555,0.4225,49.23,46.06125
8/18/2024 2:00:00 AM,8696,0.43,32.82,29.595
8/18/2024 3:00:00 AM,8705,0.43,32.82,29.595
8/18/2024 1:00:00 AM,8743,0.43,32.82,29.595
8/18/2024 4:00:00 AM,8765,0.43,32.63,29.405
8/18/2024 5:00:00 AM,8805,0.43,40.48,37.255
8/18/2024 12:00:00 AM,8875,0.43,36.87,33.645
8/17/2024 11:00:00 PM,9060,0.43,29.39,26.165
8/18/2024 10:00:00 PM,9633,0.43,18.66,15.435
9/13/2024 2:00:00 AM,8285,0.44,0,-3.3
9/13/2024 3:00:00 AM,8369,0.44,0,-3.3
9/13/2024 1:00:00 AM,8401,0.44,0,-3.3
9/13/2024 4:00:00 AM,8482,0.44,0,-3.3
9/13/2024 12:00:00 AM,8501,0.44,0,-3.3
9/12/2024 11:00:00 PM,8600,0.44,0,-3.3
9/13/2024 10:00:00 PM,8740,0.44,12.52,9.22
8/17/2024 3:00:00 AM,8853,0.44,40.26,36.96
8/17/2024 4:00:00 AM,8857,0.44,33.21,29.91
9/13/2024 5:00:00 AM,8858,0.44,0,-3.3
8/17/2024 2:00:00 AM,8891,0.44,40.47,37.17
8/17/2024 5:00:00 AM,8899,0.44,30.96,27.66
8/17/2024 1:00:00 AM,8941,0.44,40.36,37.06
8/17/2024 12:00:00 AM,9016,0.44,30.35,27.05
8/16/2024 11:00:00 PM,9179,0.44,32.44,29.14
8/17/2024 10:00:00 PM,9376,0.44,39.95,36.65
9/16/2024 1:00:00 AM,8239,0.45,23.46,20.085
9/16/2024 2:00:00 AM,8252,0.45,23.41,20.035
9/16/2024 12:00:00 AM,8290,0.45,24.2,20.825
9/16/2024 3:00:00 AM,8358,0.45,23.5,20.125
9/15/2024 11:00:00 PM,8416,0.45,26.17,22.795
9/16/2024 4:00:00 AM,8537,0.45,24.19,20.815
9/8/2024 2:00:00 AM,8606,0.45,24.14,20.765
9/8/2024 3:00:00 AM,8620,0.45,24.85,21.475
9/8/2024 4:00:00 AM,8631,0.45,24.69,21.315
9/8/2024 5:00:00 AM,8691,0.45,25.83,22.455
9/8/2024 1:00:00 AM,8709,0.45,24.71,21.335
9/16/2024 10:00:00 PM,8758,0.45,25.16,21.785
9/16/2024 5:00:00 AM,8884,0.45,26.97,23.595
9/8/2024 12:00:00 AM,8902,0.45,26.16,22.785
9/7/2024 11:00:00 PM,9130,0.45,37.95,34.575
9/8/2024 10:00:00 PM,9141,0.45,20.36,16.985
8/13/2024 2:00:00 AM,9002,0.46,25.61,22.16
8/13/2024 3:00:00 AM,9040,0.46,22.28,18.83
8/13/2024 1:00:00 AM,9070,0.46,25.43,21.98
8/13/2024 4:00:00 AM,9143,0.46,20.1,16.65
8/13/2024 12:00:00 AM,9275,0.46,31.67,28.22
8/13/2024 5:00:00 AM,9277,0.46,29.96,26.51
8/12/2024 11:00:00 PM,9490,0.46,34.51,31.06
8/13/2024 10:00:00 PM,9754,0.46,32.29,28.84
9/12/2024 1:00:00 AM,8275,0.47,18.08,14.555
9/12/2024 2:00:00 AM,8278,0.47,21.74,18.215
9/12/2024 12:00:00 AM,8324,0.47,8.28,4.755
9/12/2024 3:00:00 AM,8324,0.47,22.99,19.465
9/11/2024 11:00:00 PM,8407,0.47,18.16,14.635
9/12/2024 4:00:00 AM,8472,0.47,21.84,18.315
9/12/2024 10:00:00 PM,8757,0.47,0,-3.525
9/12/2024 5:00:00 AM,8837,0.47,29.82,26.295
8/20/2024 2:00:00 AM,9242,0.485,0,-3.6375
8/20/2024 3:00:00 AM,9255,0.485,0,-3.6375
8/20/2024 1:00:00 AM,9275,0.485,29.74,26.1025
8/20/2024 4:00:00 AM,9304,0.485,0,-3.6375
8/20/2024 12:00:00 AM,9511,0.485,0.03,-3.6075
8/20/2024 5:00:00 AM,9576,0.485,2.52,-1.1175
8/19/2024 11:00:00 PM,9739,0.485,7.73,4.0925
8/20/2024 10:00:00 PM,9831,0.485,89.26,85.6225
9/17/2024 2:00:00 AM,8326,0.49,24.32,20.645
9/17/2024 1:00:00 AM,8338,0.49,24.92,21.245
9/17/2024 3:00:00 AM,8380,0.49,24.79,21.115
9/17/2024 12:00:00 AM,8430,0.49,29.15,25.475
9/16/2024 11:00:00 PM,8533,0.49,27.08,23.405
9/17/2024 4:00:00 AM,8576,0.49,24.76,21.085
9/17/2024 10:00:00 PM,8660,0.49,58.44,54.765
9/17/2024 5:00:00 AM,8989,0.49,27.34,23.665
8/26/2024 3:00:00 AM,8745,0.5,14.64,10.89
8/26/2024 2:00:00 AM,8757,0.5,17.04,13.29
8/26/2024 1:00:00 AM,8820,0.5,18.68,14.93
8/26/2024 4:00:00 AM,8889,0.5,10.18,6.43
8/26/2024 12:00:00 AM,8916,0.5,21.04,17.29
8/25/2024 11:00:00 PM,9052,0.5,20.37,16.62
8/26/2024 5:00:00 AM,9130,0.5,13.77,10.02
8/26/2024 10:00:00 PM,9734,0.5,14.78,11.03
7/21/2024 5:00:00 AM,9530,0.51,41.47,37.645
7/21/2024 4:00:00 AM,9576,0.51,41.43,37.605
7/21/2024 3:00:00 AM,9652,0.51,42.29,38.465
7/21/2024 2:00:00 AM,9706,0.51,43.17,39.345
7/21/2024 1:00:00 AM,9817,0.51,43.17,39.345
7/21/2024 12:00:00 AM,9983,0.51,43.07,39.245
7/20/2024 11:00:00 PM,10233,0.51,43.15,39.325
7/21/2024 10:00:00 PM,10832,0.51,33.81,29.985
9/11/2024 1:00:00 AM,8306,0.52,1.64,-2.26
9/11/2024 2:00:00 AM,8309,0.52,16.95,13.05
9/11/2024 12:00:00 AM,8364,0.52,0,-3.9
9/11/2024 3:00:00 AM,8410,0.52,20.1,16.2
9/10/2024 11:00:00 PM,8505,0.52,0,-3.9
9/11/2024 4:00:00 AM,8574,0.52,21.45,17.55
9/11/2024 10:00:00 PM,8629,0.52,17.94,14.04
10/1/2024 2:00:00 AM,8717,0.52,0.02,-3.88
10/1/2024 3:00:00 AM,8722,0.52,0.75,-3.15
10/1/2024 1:00:00 AM,8736,0.52,0.01,-3.89
10/1/2024 12:00:00 AM,8793,0.52,0.01,-3.89
9/30/2024 11:00:00 PM,8859,0.52,0.01,-3.89
10/1/2024 4:00:00 AM,8864,0.52,0.03,-3.87
9/11/2024 5:00:00 AM,8948,0.52,20.68,16.78
10/1/2024 10:00:00 PM,9127,0.52,0,-3.9
10/1/2024 5:00:00 AM,9200,0.52,8.37,4.47
9/15/2024 2:00:00 AM,8266,0.53,39.57,35.595
9/15/2024 3:00:00 AM,8276,0.53,32.34,28.365
9/15/2024 4:00:00 AM,8326,0.53,29.55,25.575
9/15/2024 1:00:00 AM,8335,0.53,30.71,26.735
9/15/2024 12:00:00 AM,8415,0.53,20.31,16.335
9/15/2024 5:00:00 AM,8435,0.53,30.84,26.865
9/14/2024 11:00:00 PM,8539,0.53,18.99,15.015
9/9/2024 2:00:00 AM,8566,0.53,0,-3.975
9/9/2024 3:00:00 AM,8576,0.53,1,-2.975
9/15/2024 10:00:00 PM,8637,0.53,26.44,22.465
9/9/2024 1:00:00 AM,8639,0.53,2.15,-1.825
9/9/2024 4:00:00 AM,8729,0.53,0,-3.975
9/9/2024 12:00:00 AM,8768,0.53,13.67,9.695
10/2/2024 2:00:00 AM,8814,0.53,0,-3.975
10/2/2024 1:00:00 AM,8859,0.53,0,-3.975
10/2/2024 12:00:00 AM,8888,0.53,0,-3.975
10/2/2024 3:00:00 AM,8915,0.53,0,-3.975
10/1/2024 11:00:00 PM,8916,0.53,0,-3.975
9/8/2024 11:00:00 PM,8916,0.53,19.77,15.795
9/9/2024 10:00:00 PM,8958,0.53,21.64,17.665
10/2/2024 4:00:00 AM,9048,0.53,1.22,-2.755
9/9/2024 5:00:00 AM,9159,0.53,7.14,3.165
10/2/2024 10:00:00 PM,9262,0.53,8.94,4.965
10/2/2024 5:00:00 AM,9395,0.53,23.81,19.835
8/30/2024 2:00:00 AM,9005,0.535,20.68,16.6675
8/30/2024 1:00:00 AM,9049,0.535,16.7,12.6875
8/30/2024 3:00:00 AM,9055,0.535,24.84,20.8275
8/30/2024 12:00:00 AM,9159,0.535,14.56,10.5475
8/30/2024 4:00:00 AM,9198,0.535,30.57,26.5575
8/29/2024 11:00:00 PM,9317,0.535,16.86,12.8475
8/30/2024 5:00:00 AM,9469,0.535,60.4,56.3875
8/30/2024 10:00:00 PM,9530,0.535,19.93,15.9175
9/10/2024 2:00:00 AM,8372,0.56,4.92,0.72
9/10/2024 3:00:00 AM,8376,0.56,6.75,2.55
9/10/2024 1:00:00 AM,8488,0.56,4.92,0.72
9/10/2024 4:00:00 AM,8523,0.56,19.47,15.27
9/10/2024 12:00:00 AM,8575,0.56,13.67,9.47
9/9/2024 11:00:00 PM,8688,0.56,13.65,9.45
9/10/2024 10:00:00 PM,8722,0.56,0,-4.2
9/10/2024 5:00:00 AM,8865,0.56,57.76,53.56
7/12/2024 3:00:00 AM,9518,0.57,7.36,3.085
7/12/2024 4:00:00 AM,9539,0.57,8.17,3.895
7/12/2024 2:00:00 AM,9555,0.57,0,-4.275
7/12/2024 5:00:00 AM,9702,0.57,8.81,4.535
7/12/2024 1:00:00 AM,9715,0.57,4.84,0.565
7/12/2024 12:00:00 AM,9932,0.57,12.03,7.755
7/12/2024 10:00:00 PM,10061,0.57,24.93,20.655
7/11/2024 11:00:00 PM,10201,0.57,15.61,11.335
9/21/2024 2:00:00 AM,8576,0.58,19.12,14.77
9/21/2024 3:00:00 AM,8586,0.58,20.14,15.79
9/21/2024 4:00:00 AM,8605,0.58,18.08,13.73
9/21/2024 1:00:00 AM,8618,0.58,16.26,11.91
9/21/2024 12:00:00 AM,8716,0.58,15.87,11.52
9/21/2024 10:00:00 PM,8745,0.58,0,-4.35
9/21/2024 5:00:00 AM,8755,0.58,19.46,15.11
9/20/2024 11:00:00 PM,8864,0.58,12.8,8.45
6/12/2024 3:00:00 AM,8766,0.6,10.95,6.45
6/12/2024 2:00:00 AM,8778,0.6,4.62,0.12
6/12/2024 4:00:00 AM,8782,0.6,74.32,69.82
6/12/2024 1:00:00 AM,8783,0.6,0.57,-3.93
6/13/2024 2:00:00 AM,8795,0.6,17.1,12.6
6/13/2024 3:00:00 AM,8814,0.6,16.63,12.13
6/12/2024 12:00:00 AM,8822,0.6,12.5,8
6/13/2024 1:00:00 AM,8825,0.6,16.7,12.2
6/13/2024 4:00:00 AM,8873,0.6,18.09,13.59
6/13/2024 12:00:00 AM,8944,0.6,20.36,15.86
6/11/2024 11:00:00 PM,8944,0.6,74.81,70.31
6/12/2024 5:00:00 AM,9064,0.6,78.52,74.02
6/12/2024 11:00:00 PM,9107,0.6,23.21,18.71
6/13/2024 5:00:00 AM,9154,0.6,18.47,13.97
8/16/2024 2:00:00 AM,9184,0.6,22.88,18.38
8/16/2024 3:00:00 AM,9188,0.6,32.14,27.64
8/16/2024 1:00:00 AM,9252,0.6,14.39,9.89
8/16/2024 4:00:00 AM,9252,0.6,31.17,26.67
6/12/2024 10:00:00 PM,9368,0.6,23.03,18.53
8/16/2024 5:00:00 AM,9408,0.6,20.09,15.59
8/16/2024 12:00:00 AM,9417,0.6,15.9,11.4
8/16/2024 10:00:00 PM,9434,0.6,29.65,25.15
6/13/2024 10:00:00 PM,9477,0.6,17.91,13.41
10/31/2024 3:00:00 AM,9495,0.6,27.62,23.12
10/31/2024 2:00:00 AM,9538,0.6,28.47,23.97
10/31/2024 1:00:00 AM,9545,0.6,28.56,24.06
8/15/2024 11:00:00 PM,9595,0.6,20.77,16.27
10/31/2024 12:00:00 AM,9625,0.6,28.05,23.55
10/31/2024 4:00:00 AM,9641,0.6,26.28,21.78
10/30/2024 11:00:00 PM,9713,0.6,26.71,22.21
10/31/2024 10:00:00 PM,9884,0.6,65.9,61.4
10/31/2024 5:00:00 AM,10084,0.6,28.34,23.84
9/7/2024 3:00:00 AM,8821,0.61,5.68,1.105
9/7/2024 4:00:00 AM,8840,0.61,5.27,0.695000000
9/7/2024 2:00:00 AM,8846,0.61,5.93,1.355
9/7/2024 5:00:00 AM,8892,0.61,14,9.425
9/7/2024 1:00:00 AM,8908,0.61,1.42,-3.155
9/7/2024 12:00:00 AM,9115,0.61,0,-4.575
9/6/2024 11:00:00 PM,9339,0.61,7.29,2.715
9/7/2024 10:00:00 PM,9342,0.61,42.1,37.525
6/29/2024 4:00:00 AM,8859,0.62,15.84,11.19
6/29/2024 3:00:00 AM,8902,0.62,17.68,13.03
6/29/2024 5:00:00 AM,8903,0.62,14.93,10.28
6/29/2024 2:00:00 AM,8921,0.62,21.11,16.46
6/29/2024 1:00:00 AM,8983,0.62,21.11,16.46
6/29/2024 12:00:00 AM,9056,0.62,21.31,16.66
6/28/2024 11:00:00 PM,9222,0.62,22.63,17.98
6/29/2024 10:00:00 PM,9674,0.62,13.92,9.27
7/4/2024 2:00:00 AM,8836,0.63,15.89,11.165
7/4/2024 1:00:00 AM,8873,0.63,12.86,8.135
7/4/2024 3:00:00 AM,8891,0.63,17.93,13.205
7/4/2024 4:00:00 AM,8930,0.63,23.52,18.795
7/4/2024 12:00:00 AM,8976,0.63,15.11,10.385
7/4/2024 5:00:00 AM,9178,0.63,27.6,22.875
7/3/2024 11:00:00 PM,9181,0.63,24.51,19.785
7/4/2024 10:00:00 PM,9580,0.63,49.26,44.535
9/14/2024 3:00:00 AM,8287,0.6475,24.82,19.96375
9/14/2024 4:00:00 AM,8322,0.6475,20.43,15.57375
9/14/2024 2:00:00 AM,8333,0.6475,20.15,15.29375
9/14/2024 1:00:00 AM,8379,0.6475,14.3,9.44375
9/14/2024 12:00:00 AM,8473,0.6475,17.3,12.44375
9/14/2024 5:00:00 AM,8488,0.6475,19.65,14.79375
9/13/2024 11:00:00 PM,8570,0.6475,13.9,9.04375
9/14/2024 10:00:00 PM,8759,0.6475,18.31,13.45375
6/7/2024 3:00:00 AM,8731,0.65,25.53,20.655
6/7/2024 2:00:00 AM,8744,0.65,26.62,21.745
6/7/2024 1:00:00 AM,8782,0.65,30.09,25.215
6/7/2024 4:00:00 AM,8819,0.65,20.89,16.015
6/7/2024 12:00:00 AM,8879,0.65,34.96,30.085
8/28/2024 2:00:00 AM,8956,0.65,129.72,124.845
6/6/2024 11:00:00 PM,8969,0.65,40.07,35.195
8/28/2024 3:00:00 AM,8997,0.65,24.64,19.765
8/6/2024 2:00:00 AM,8998,0.65,29.76,24.885
8/28/2024 1:00:00 AM,9007,0.65,180.41,175.535
8/6/2024 1:00:00 AM,9016,0.65,27.48,22.605
8/6/2024 3:00:00 AM,9029,0.65,30.93,26.055
8/6/2024 12:00:00 AM,9051,0.65,16.9,12.025
8/28/2024 12:00:00 AM,9107,0.65,31.42,26.545
8/28/2024 4:00:00 AM,9133,0.65,19.78,14.905
6/7/2024 5:00:00 AM,9164,0.65,34.65,29.775
8/6/2024 4:00:00 AM,9165,0.65,30.83,25.955
8/5/2024 11:00:00 PM,9291,0.65,7.72,2.845
8/27/2024 11:00:00 PM,9293,0.65,19.8,14.925
8/28/2024 10:00:00 PM,9313,0.65,11.91,7.035
6/7/2024 10:00:00 PM,9330,0.65,179.23,174.355
8/6/2024 5:00:00 AM,9378,0.65,29.85,24.975
8/28/2024 5:00:00 AM,9468,0.65,17.33,12.455
8/6/2024 10:00:00 PM,9588,0.65,36.05,31.175
8/5/2024 3:00:00 AM,9085,0.66,30.47,25.52
8/5/2024 2:00:00 AM,9108,0.66,30.05,25.1
8/5/2024 4:00:00 AM,9128,0.66,30.9,25.95
6/27/2024 2:00:00 AM,9163,0.66,14.63,9.68
6/27/2024 3:00:00 AM,9165,0.66,19.31,14.36
8/5/2024 1:00:00 AM,9212,0.66,29.83,24.88
8/5/2024 5:00:00 AM,9221,0.66,34.31,29.36
6/27/2024 4:00:00 AM,9248,0.66,25.8,20.85
6/27/2024 1:00:00 AM,9251,0.66,15.6,10.65
